isoformUpregulated	isoformDownregulated	gene_id	gene_name	condition_1	condition_2
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	KIRC_ctrl	KIRC_cancer
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	KIRC_ctrl	KIRC_cancer
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	KIRC_ctrl	KIRC_cancer
uc002uji.2	uc002ujg.2	chr2:175664042..175870170,-	CHN1	PRAD_ctrl	PRAD_cancer
uc002uji.2	uc002ujg.2	chr2:175664042..175870170,-	CHN1	PRAD_ctrl	PRAD_cancer
uc002uji.2	uc002ujg.2	chr2:175664042..175870170,-	CHN1	PRAD_ctrl	PRAD_cancer
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	STAD_ctrl	STAD_cancer
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	STAD_ctrl	STAD_cancer
uc002ujg.2	uc002uji.2	chr2:175664042..175870170,-	CHN1	STAD_ctrl	STAD_cancer
uc002ull.2	uc010zfb.1	chr2:178257471..178408564,+	AGPS	BRCA_ctrl	BRCA_cancer
uc002ull.2	uc010zfb.1	chr2:178257471..178408564,+	AGPS	HNSC_ctrl	HNSC_cancer
uc002ull.2	uc010zfb.1	chr2:178257471..178408564,+	AGPS	LUAD_ctrl	LUAD_cancer
uc002ull.2	uc010zfb.1	chr2:178257471..178408564,+	AGPS	LUSC_ctrl	LUSC_cancer
uc010zfj.1	uc002umq.2	chr2:179390720..179672150,-	TTN	HNSC_ctrl	HNSC_cancer
uc010zfj.1	uc002umq.2	chr2:179390720..179672150,-	TTN	HNSC_ctrl	HNSC_cancer
uc002unn.3	uc002unj.2	chr2:180306720..180726232,-	ZNF385B	KICH_ctrl	KICH_cancer
uc002unn.3	uc002unj.2	chr2:180306720..180726232,-	ZNF385B	KICH_ctrl	KICH_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRC_ctrl	KIRC_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRC_ctrl	KIRC_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRC_ctrl	KIRC_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRC_ctrl	KIRC_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRP_ctrl	KIRP_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRP_ctrl	KIRP_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRP_ctrl	KIRP_cancer
uc002unw.2	uc002uny.2	chr2:182401402..182545381,-	CERKL	KIRP_ctrl	KIRP_cancer
uc010zfw.1	uc010fru.2	chr2:189156604..189460650,+	GULP1	KICH_ctrl	KICH_cancer
uc010zfw.1	uc010fru.2	chr2:189156604..189460650,+	GULP1	KICH_ctrl	KICH_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	COAD_ctrl	COAD_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	COAD_ctrl	COAD_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	COAD_ctrl	COAD_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	KIRP_ctrl	KIRP_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	KIRP_ctrl	KIRP_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	KIRP_ctrl	KIRP_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	LUSC_ctrl	LUSC_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	LUSC_ctrl	LUSC_cancer
uc010frx.2	uc002uqk.2	chr2:189896642..190044605,-	COL5A2	LUSC_ctrl	LUSC_cancer
uc002uqo.1	uc002uql.1	chr2:190306159..190340264,+	WDR75	THCA_ctrl	THCA_cancer
uc002uqo.1	uc002uql.1	chr2:190306159..190340264,+	WDR75	THCA_ctrl	THCA_cancer
uc002urb.3	uc002urd.3	chr2:190634994..190649097,-	ORMDL1	KIRP_ctrl	KIRP_cancer
uc002urb.3	uc002ure.3	chr2:190634994..190649097,-	ORMDL1	KIRP_ctrl	KIRP_cancer
uc002urv.2	uc002uru.2	chr2:191069361..191184559,-	HIBCH	LUSC_ctrl	LUSC_cancer
uc002urv.2	uc002uru.2	chr2:191069361..191184559,-	HIBCH	LUSC_ctrl	LUSC_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	KIRC_ctrl	KIRC_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	KIRC_ctrl	KIRC_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	KIRP_ctrl	KIRP_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	KIRP_ctrl	KIRP_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	THCA_ctrl	THCA_cancer
uc010zge.1	uc002urz.2	chr2:191273081..191367041,+	MFSD6	THCA_ctrl	THCA_cancer
uc002use.2	uc002usf.2	chr2:191745547..191829776,+	GLS	COAD_ctrl	COAD_cancer
uc002use.2	uc002usf.2	chr2:191745547..191829776,+	GLS	COAD_ctrl	COAD_cancer
uc002use.2	uc010zgj.1	chr2:191745547..191829776,+	GLS	LUSC_ctrl	LUSC_cancer
uc002use.2	uc010zgj.1	chr2:191745547..191829776,+	GLS	LUSC_ctrl	LUSC_cancer
uc002usu.2	uc002usq.2	chr2:192110107..192290115,+	MYO1B	KIRP_ctrl	KIRP_cancer
uc002usu.2	uc002usq.2	chr2:192110107..192290115,+	MYO1B	KIRP_ctrl	KIRP_cancer
uc002usx.2	uc002usw.2	chr2:192542798..192553247,+	OBFC2A	BRCA_ctrl	BRCA_cancer
uc002usx.2	uc002usw.2	chr2:192542798..192553247,+	OBFC2A	BRCA_ctrl	BRCA_cancer
uc002usx.2	uc002usw.2	chr2:192542798..192553247,+	OBFC2A	BRCA_ctrl	BRCA_cancer
uc010zgp.1	uc002uth.3	chr2:196521532..196602425,+	SLC39A10	THCA_ctrl	THCA_cancer
uc010zgp.1	uc002uth.3	chr2:196521532..196602425,+	SLC39A10	THCA_ctrl	THCA_cancer
uc010zgp.1	uc002uth.3	chr2:196521532..196602425,+	SLC39A10	THCA_ctrl	THCA_cancer
uc002uuc.2	uc002uua.1	chr2:197831743..198175495,-	ANKRD44	LUSC_ctrl	LUSC_cancer
uc002uuc.2	uc002uua.1	chr2:197831743..198175495,-	ANKRD44	LUSC_ctrl	LUSC_cancer
uc010fsq.1	uc002uuz.1	chr2:200134224..200329831,-	SATB2	COAD_ctrl	COAD_cancer
uc010fsu.2	uc002uvx.2	chr2:201450731..201536215,+	AOX1	KICH_ctrl	KICH_cancer
uc010fsu.2	uc002uvx.2	chr2:201450731..201536215,+	AOX1	KICH_ctrl	KICH_cancer
uc010fsu.2	uc010zhf.1	chr2:201450731..201536215,+	AOX1	KICH_ctrl	KICH_cancer
uc010fsu.2	uc010zhf.1	chr2:201450731..201536215,+	AOX1	KICH_ctrl	KICH_cancer
uc010fsu.2	uc002uvx.2	chr2:201450731..201536215,+	AOX1	KIRP_ctrl	KIRP_cancer
uc010fsu.2	uc002uvx.2	chr2:201450731..201536215,+	AOX1	KIRP_ctrl	KIRP_cancer
uc002uwe.2	uc002uwf.2	chr2:201717732..201729467,-	CLK1	BRCA_ctrl	BRCA_cancer
uc002uwe.2	uc002uwf.2	chr2:201717732..201729467,-	CLK1	COAD_ctrl	COAD_cancer
uc002uwg.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	KICH_ctrl	KICH_cancer
uc002uwg.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	KICH_ctrl	KICH_cancer
uc002uwd.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	KIRP_ctrl	KIRP_cancer
uc002uwg.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	KIRP_ctrl	KIRP_cancer
uc002uwg.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	KIRP_ctrl	KIRP_cancer
uc002uwd.2	uc002uwe.2	chr2:201717732..201729467,-	CLK1	LIHC_ctrl	LIHC_cancer
uc002uwj.2	uc002uwh.2	chr2:201735680..201753999,-	PPIL3	KIRC_ctrl	KIRC_cancer
uc002uwj.2	uc002uwh.2	chr2:201735680..201753999,-	PPIL3	KIRC_ctrl	KIRC_cancer
uc002uwj.2	uc002uwh.2	chr2:201735680..201753999,-	PPIL3	KIRC_ctrl	KIRC_cancer
uc002uwz.2	uc002uxd.3	chr2:201980816..202029001,+	CFLAR	LUSC_ctrl	LUSC_cancer
uc002uwz.2	uc002uxd.3	chr2:201980816..202029001,+	CFLAR	LUSC_ctrl	LUSC_cancer
uc002uxe.2	uc002uxb.3	chr2:201980816..202029001,+	CFLAR	STAD_ctrl	STAD_cancer
uc002uxe.2	uc002uxb.3	chr2:201980816..202029001,+	CFLAR	STAD_ctrl	STAD_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	COAD_ctrl	COAD_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	COAD_ctrl	COAD_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	KICH_ctrl	KICH_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	KICH_ctrl	KICH_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	LUSC_ctrl	LUSC_cancer
uc010ftb.1	uc002uxj.1	chr2:202047621..202094110,+	CASP10	LUSC_ctrl	LUSC_cancer
uc002uxn.2	uc002uxw.1	chr2:202098166..202152434,+	CASP8	LUSC_ctrl	LUSC_cancer
uc002uxn.2	uc002uxw.1	chr2:202098166..202152434,+	CASP8	LUSC_ctrl	LUSC_cancer
uc002uxn.2	uc002uxw.1	chr2:202098166..202152434,+	CASP8	LUSC_ctrl	LUSC_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUAD_ctrl	LUAD_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUAD_ctrl	LUAD_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUAD_ctrl	LUAD_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUSC_ctrl	LUSC_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUSC_ctrl	LUSC_cancer
uc010zhp.1	uc010zho.1	chr2:202484907..202508224,-	ALS2CR4	LUSC_ctrl	LUSC_cancer
uc002uzf.3	uc010ftr.2	chr2:203241050..203432473,+	BMPR2	LUAD_ctrl	LUAD_cancer
uc002uzf.3	uc010ftr.2	chr2:203241050..203432473,+	BMPR2	LUSC_ctrl	LUSC_cancer
uc010ftr.2	uc002uzf.3	chr2:203241050..203432473,+	BMPR2	THCA_ctrl	THCA_cancer
uc002uzz.2	uc010zik.1	chr2:204193003..204296891,+	ABI2	LUAD_ctrl	LUAD_cancer
uc002uzz.2	uc010zik.1	chr2:204193003..204296891,+	ABI2	LUAD_ctrl	LUAD_cancer
uc002rdq.1	uc010yjy.1	chr2:20448453..20550463,-	PUM2	STAD_ctrl	STAD_cancer
uc002vcd.2	uc010ziz.1	chr2:208394616..208470282,+	CREB1	KICH_ctrl	KICH_cancer
uc002vcd.2	uc010ziz.1	chr2:208394616..208470282,+	CREB1	KICH_ctrl	KICH_cancer
uc010ziz.1	uc002vcd.2	chr2:208394616..208470282,+	CREB1	LUAD_ctrl	LUAD_cancer
uc010ziz.1	uc002vcd.2	chr2:208394616..208470282,+	CREB1	LUAD_ctrl	LUAD_cancer
uc010ziz.1	uc002vcd.2	chr2:208394616..208470282,+	CREB1	LUSC_ctrl	LUSC_cancer
uc010ziz.1	uc002vcd.2	chr2:208394616..208470282,+	CREB1	LUSC_ctrl	LUSC_cancer
uc002vcg.3	uc002vce.2	chr2:208446079..208490065,-	FAM119A	STAD_ctrl	STAD_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	KICH_ctrl	KICH_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	KICH_ctrl	KICH_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	KICH_ctrl	KICH_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	KICH_ctrl	KICH_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	THCA_ctrl	THCA_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	THCA_ctrl	THCA_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	THCA_ctrl	THCA_cancer
uc010fum.2	uc002vcl.2	chr2:208686012..208890284,-	PLEKHM3	THCA_ctrl	THCA_cancer
uc010fuq.2	uc002ved.2	chr2:211295974..211341499,-	LANCL1	KICH_ctrl	KICH_cancer
uc010fuq.2	uc002ved.2	chr2:211295974..211341499,-	LANCL1	LUSC_ctrl	LUSC_cancer
uc010fuq.2	uc002ved.2	chr2:211295974..211341499,-	LANCL1	THCA_ctrl	THCA_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	BRCA_ctrl	BRCA_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	BRCA_ctrl	BRCA_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	BRCA_ctrl	BRCA_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	COAD_ctrl	COAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	COAD_ctrl	COAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	COAD_ctrl	COAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	HNSC_ctrl	HNSC_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	HNSC_ctrl	HNSC_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	HNSC_ctrl	HNSC_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	LUAD_ctrl	LUAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	LUAD_ctrl	LUAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	LUAD_ctrl	LUAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	STAD_ctrl	STAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	STAD_ctrl	STAD_cancer
uc002vhq.2	uc002vhm.1	chr2:219135115..219211515,+	PNKD	STAD_ctrl	STAD_cancer
uc010zke.1	uc002via.2	chr2:219283838..219314246,+	VIL1	KIRP_ctrl	KIRP_cancer
uc010zke.1	uc002via.2	chr2:219283838..219314246,+	VIL1	KIRP_ctrl	KIRP_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	COAD_ctrl	COAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	COAD_ctrl	COAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	COAD_ctrl	COAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	HNSC_ctrl	HNSC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	HNSC_ctrl	HNSC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	HNSC_ctrl	HNSC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRC_ctrl	KIRC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRC_ctrl	KIRC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRC_ctrl	KIRC_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRP_ctrl	KIRP_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRP_ctrl	KIRP_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	KIRP_ctrl	KIRP_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	PRAD_ctrl	PRAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	PRAD_ctrl	PRAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	PRAD_ctrl	PRAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	STAD_ctrl	STAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	STAD_ctrl	STAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	STAD_ctrl	STAD_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	THCA_ctrl	THCA_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	THCA_ctrl	THCA_cancer
uc010zkk.1	uc002vij.1	chr2:219472632..219501904,+	PLCD4	THCA_ctrl	THCA_cancer
uc002vix.2	uc002viu.2	chr2:219536762..219567439,+	STK36	KIRP_ctrl	KIRP_cancer
uc002vix.2	uc002viu.2	chr2:219536762..219567439,+	STK36	KIRP_ctrl	KIRP_cancer
uc002vkk.2	uc010zkx.1	chr2:220101505..220110131,-	GLB1L	THCA_ctrl	THCA_cancer
uc002vkk.2	uc010zkx.1	chr2:220101505..220110131,-	GLB1L	THCA_ctrl	THCA_cancer
uc002vkk.2	uc010zkx.1	chr2:220101505..220110131,-	GLB1L	THCA_ctrl	THCA_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRC_ctrl	KIRC_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRC_ctrl	KIRC_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRC_ctrl	KIRC_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRP_ctrl	KIRP_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRP_ctrl	KIRP_cancer
uc002vky.2	uc002vkw.1	chr2:220144040..220151622,+	DNAJB2	KIRP_ctrl	KIRP_cancer
uc010fwh.1	uc002vlq.2	chr2:220299700..220358352,+	SPEG	STAD_ctrl	STAD_cancer
uc002voa.2	uc002vob.2	chr2:225629807..225907330,-	DOCK10	COAD_ctrl	COAD_cancer
uc002voa.2	uc002vob.2	chr2:225629807..225907330,-	DOCK10	COAD_ctrl	COAD_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRC_ctrl	KIRC_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRC_ctrl	KIRC_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRC_ctrl	KIRC_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRC_ctrl	KIRC_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRP_ctrl	KIRP_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRP_ctrl	KIRP_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRP_ctrl	KIRP_cancer
uc010fxf.1	uc002vom.1	chr2:228029281..228179507,+	COL4A3	KIRP_ctrl	KIRP_cancer
uc002vqc.2	uc002vqa.2	chr2:230787207..230948016,+	FBXO36	THCA_ctrl	THCA_cancer
uc002vqc.2	uc002vqa.2	chr2:230787207..230948016,+	FBXO36	THCA_ctrl	THCA_cancer
uc002vrc.2	uc002vqz.2	chr2:231729621..231743962,+	ITM2C	KIRP_ctrl	KIRP_cancer
uc002vrc.2	uc002vqz.2	chr2:231729621..231743962,+	ITM2C	LUAD_ctrl	LUAD_cancer
uc002vrq.3	uc002vrr.1	chr2:232063342..232238606,+	ARMC9	LUAD_ctrl	LUAD_cancer
uc002vrq.3	uc002vrr.1	chr2:232063342..232238606,+	ARMC9	LUSC_ctrl	LUSC_cancer
uc010zmm.1	uc002vts.2	chr2:233743396..233877951,-	NGEF	COAD_ctrl	COAD_cancer
uc010fyg.1	uc002vts.2	chr2:233743396..233877951,-	NGEF	KIRP_ctrl	KIRP_cancer
uc010zmm.1	uc002vts.2	chr2:233743396..233877951,-	NGEF	KIRP_ctrl	KIRP_cancer
uc010fyi.1	uc002vui.1	chr2:234263153..234380743,+	DGKD	KIRC_ctrl	KIRC_cancer
uc010fyi.1	uc002vui.1	chr2:234263153..234380743,+	DGKD	KIRC_ctrl	KIRC_cancer
uc010fyi.1	uc002vui.1	chr2:234263153..234380743,+	DGKD	THCA_ctrl	THCA_cancer
uc010fyi.1	uc002vui.1	chr2:234263153..234380743,+	DGKD	THCA_ctrl	THCA_cancer
uc002vva.2	uc002vus.2	chr2:234580544..234681949,+	UGT1A9	KIRP_ctrl	KIRP_cancer
uc002vva.2	uc002vus.2	chr2:234580544..234681949,+	UGT1A9	KIRP_ctrl	KIRP_cancer
uc002vva.2	uc002vus.2	chr2:234580544..234681949,+	UGT1A9	KIRP_ctrl	KIRP_cancer
uc010zmx.1	uc002vut.2	chr2:234590584..234681945,+	UGT1A7	HNSC_ctrl	HNSC_cancer
uc002vuv.3	uc002vuu.2	chr2:234600321..234681949,+	UGT1A6	KIRP_ctrl	KIRP_cancer
uc002vuv.3	uc002vuu.2	chr2:234600321..234681949,+	UGT1A6	LIHC_ctrl	LIHC_cancer
uc002vuu.2	uc002vuv.3	chr2:234600321..234681949,+	UGT1A6	LUSC_ctrl	LUSC_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	COAD_ctrl	COAD_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	COAD_ctrl	COAD_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	COAD_ctrl	COAD_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	STAD_ctrl	STAD_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	STAD_ctrl	STAD_cancer
uc002vwj.2	uc010znj.1	chr2:238232655..238322850,-	COL6A3	STAD_ctrl	STAD_cancer
uc002vxb.1	uc002vwz.1	chr2:238482965..238499736,-	RAB17	LUAD_ctrl	LUAD_cancer
uc002vxf.2	uc010znm.1	chr2:238536224..238690288,+	LRRFIP1	BRCA_ctrl	BRCA_cancer
uc002vxp.3	uc010fyv.2	chr2:238875700..239008053,+	SCLY	THCA_ctrl	THCA_cancer
uc002vxp.3	uc010fyv.2	chr2:238875700..239008053,+	SCLY	THCA_ctrl	THCA_cancer
uc002vxp.3	uc010fyv.2	chr2:238875700..239008053,+	SCLY	THCA_ctrl	THCA_cancer
uc010zny.1	uc010znx.1	chr2:239756673..239832237,+	TWIST2	STAD_ctrl	STAD_cancer
uc002wae.3	uc002wad.2	chr2:241825466..241835573,-	C2orf54	COAD_ctrl	COAD_cancer
uc010zon.1	uc002wao.1	chr2:242045515..242088878,-	PASK	PRAD_ctrl	PRAD_cancer
uc010zon.1	uc002wao.1	chr2:242045515..242088878,-	PASK	PRAD_ctrl	PRAD_cancer
uc002was.2	uc002wat.1	chr2:242089024..242122439,+	PPP1R7	COAD_ctrl	COAD_cancer
uc002was.2	uc002wat.1	chr2:242089024..242122439,+	PPP1R7	COAD_ctrl	COAD_cancer
uc002was.2	uc002wat.1	chr2:242089024..242122439,+	PPP1R7	KICH_ctrl	KICH_cancer
uc002was.2	uc002wat.1	chr2:242089024..242122439,+	PPP1R7	KICH_ctrl	KICH_cancer
uc010zoq.1	uc002wbi.1	chr2:242295711..242434255,+	FARP2	HNSC_ctrl	HNSC_cancer
uc010zoq.1	uc002wbi.1	chr2:242295711..242434255,+	FARP2	HNSC_ctrl	HNSC_cancer
uc010zoq.1	uc002wbi.1	chr2:242295711..242434255,+	FARP2	STAD_ctrl	STAD_cancer
uc010zoq.1	uc002wbi.1	chr2:242295711..242434255,+	FARP2	STAD_ctrl	STAD_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	COAD_ctrl	COAD_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	COAD_ctrl	COAD_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	HNSC_ctrl	HNSC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	HNSC_ctrl	HNSC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	KIRC_ctrl	KIRC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	KIRC_ctrl	KIRC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	LIHC_ctrl	LIHC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	LIHC_ctrl	LIHC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	LUSC_ctrl	LUSC_cancer
uc002wbt.2	uc002wbs.2	chr2:242523821..242576655,-	THAP4	LUSC_ctrl	LUSC_cancer
uc002wbu.2	uc002wbv.2	chr2:242577027..242613264,+	ATG4B	LIHC_ctrl	LIHC_cancer
uc002wbu.2	uc002wbv.2	chr2:242577027..242613264,+	ATG4B	LIHC_ctrl	LIHC_cancer
uc002reu.2	uc002rer.2	chr2:24272584..24286548,+	FKBP1B	KIRP_ctrl	KIRP_cancer
uc002reu.2	uc002rer.2	chr2:24272584..24286548,+	FKBP1B	KIRP_ctrl	KIRP_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	BRCA_ctrl	BRCA_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	BRCA_ctrl	BRCA_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	BRCA_ctrl	BRCA_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUAD_ctrl	LUAD_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUAD_ctrl	LUAD_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUAD_ctrl	LUAD_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUSC_ctrl	LUSC_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUSC_ctrl	LUSC_cancer
uc010ykl.1	uc002rew.2	chr2:24299728..24397519,+	LOC375190	LUSC_ctrl	LUSC_cancer
uc010eyf.2	uc002rfk.2	chr2:24787179..24993568,+	NCOA1	KICH_ctrl	KICH_cancer
uc010eyf.2	uc002rfk.2	chr2:24787179..24993568,+	NCOA1	KICH_ctrl	KICH_cancer
uc010eyf.2	uc002rfk.2	chr2:24787179..24993568,+	NCOA1	KIRP_ctrl	KIRP_cancer
uc010eyf.2	uc002rfk.2	chr2:24787179..24993568,+	NCOA1	KIRP_ctrl	KIRP_cancer
